参数1_文本,书名,章节名称
队正陆吾用他能表现出来的最大的和气问老人家道：“我打听过，说这村子里您做主？”,天下长宁,第一章山里有座泥菩萨
老猎户点头：“是。”,天下长宁,第一章山里有座泥菩萨
然后补充：“小事做主。”,天下长宁,第一章山里有座泥菩萨
陆吾问：“那大事呢？”,天下长宁,第一章山里有座泥菩萨
老猎户回答：“大事占卜。”,天下长宁,第一章山里有座泥菩萨
陆吾有些想笑，这种穷乡僻壤里的人往往更为迷信，明明连个大字都不认识，偏偏还喜欢装的高深莫测。,天下长宁,第一章山里有座泥菩萨
他不打算浪费时间，所以微笑着说道：“我们想进山打些猎物，最好是大一些的，所以得进山深一些，他们说您是最好的猎人，您能带我们进山吗？”,天下长宁,第一章山里有座泥菩萨
老猎人低头看了看他的瘸腿，那张有一道贯穿上下伤疤的脸上表情微妙。,天下长宁,第一章山里有座泥菩萨
陆吾心急，想催老人回答，气质独特的女人却在这时候上前，声音轻柔的问道：“老伯，这泥塑是谁？”,天下长宁,第一章山里有座泥菩萨
老猎人回答的很快：“菩萨。”,天下长宁,第一章山里有座泥菩萨
年轻女子又看了看那持枪的菩萨泥像，眼神飘忽了一下。,天下长宁,第一章山里有座泥菩萨
陆吾却忍不住笑道：“哪有供奉泥菩萨的道理。”,天下长宁,第一章山里有座泥菩萨
老猎人回答的还是很快：“因为我们村子穷苦，只供奉的起泥身，菩萨不会因为你供奉的是金身就多护佑你，也不会因为你供奉泥身就不护佑你，菩萨护佑，只看你供奉之心诚不诚。”,天下长宁,第一章山里有座泥菩萨
陆吾听完这番话若有所思的点了点头，同时对这刁蛮之地的老猎户多了几分敬佩。,天下长宁,第一章山里有座泥菩萨
年轻女子则问了一声：“老伯读过书？”,天下长宁,第一章山里有座泥菩萨
老猎户脸色微变，摇头道：“没读过，怎么想的就怎么说。”,天下长宁,第一章山里有座泥菩萨
陆吾好奇的问：“这是什么菩萨，为何还要持枪？”,天下长宁,第一章山里有座泥菩萨
老猎人回答的依然快：“不是枪，是拐棍儿。”,天下长宁,第一章山里有座泥菩萨
陆吾还要问，年轻女子看向他说道：“说正事。”,天下长宁,第一章山里有座泥菩萨
陆吾心说自己竟是被这老猎户带偏了，所以连忙说道：“老伯到底能不能带我们进山？”,天下长宁,第一章山里有座泥菩萨
老猎户摇头：“前年进山遇到了头兴许能有近千斤的沙里干子，我命大，只断了一条腿毁了半张脸，但再也上不了山了。”,天下长宁,第一章山里有座泥菩萨
陆吾问：“沙里干子是什么？”,天下长宁,第一章山里有座泥菩萨
始终沉默寡言的车夫此时自言自语似的说道：“人熊，若真有千斤重，一巴掌人就能没半截，遇着了，活下来不容易。”,天下长宁,第一章山里有座泥菩萨
陆吾掏出钱袋子说：“我们愿意出一百两，就奔着那头人熊去，万一遇着了，还能为你老人家报个仇。”,天下长宁,第一章山里有座泥菩萨
老猎户还是摇头。,天下长宁,第一章山里有座泥菩萨
陆吾道：“那就二百两，二百两还少就三百两？”,天下长宁,第一章山里有座泥菩萨
老猎户依然摇头。,天下长宁,第一章山里有座泥菩萨
年轻女子忽然问道：“老伯能从熊王嘴里逃生，应该不是一个人上的山？”,天下长宁,第一章山里有座泥菩萨
老猎户道：“是我一个人，我命好，赶上沙里干子不饿，没祸害我。”,天下长宁,第一章山里有座泥菩萨
旁边围观的一个小孩儿疑惑道：“不是大傻哥二傻哥跟你一起去的吗？我瞧见了，还是大傻哥二傻哥抬你回来的。”,天下长宁,第一章山里有座泥菩萨
老猎户一回头，眼神凶狠：“你年纪小记得什么！”,天下长宁,第一章山里有座泥菩萨
小孩子被吓了一跳，瞬间脸白，在他印象中老猎户从来都是和颜悦色，哪有过这般面露凶相？,天下长宁,第一章山里有座泥菩萨
年轻女子声音很轻的对陆吾说道：“老伯家里人能斗得过熊王还把老伯抬回来，本事应不比老伯差。”,天下长宁,第一章山里有座泥菩萨
陆吾点头，上前道：“老伯，只带我们进山别的不用管，五百两，您看行不行？”,天下长宁,第一章山里有座泥菩萨
老猎户问：“我拿你五百两去哪儿花？”,天下长宁,第一章山里有座泥菩萨
陆吾道：“出去花啊，五百两可以在长安置办两座不差的宅子了，你让家里人带你去长安见见世面，比你这里好的多。”,天下长宁,第一章山里有座泥菩萨
老猎户摇头道：“无事村的人，不出去。”,天下长宁,第一章山里有座泥菩萨
就在这时候，有个声音在远处响起，听着还有些稚嫩，还有些这偏僻之地不该有的玩世不恭。,天下长宁,第一章山里有座泥菩萨
“你给多少银子他都不会答应，和他谈也没用，不如和我谈。”,天下长宁,第一章山里有座泥菩萨
说话的是个看起来十五六岁的少年，已有寻常男子身高，身上衣服旧但不破，和长时间不洗澡的村民相比脸上也干净的多，说话的时候带着些油滑，可看向那貌美女子的时候眼神纯澈。,天下长宁,第一章山里有座泥菩萨
在他身边是一个看模样十七八岁的年轻人，比少年高了有小半个头，穿着的衣服一样旧而不破，比陆吾身形还要修长强健，一身臃肿皮袄也遮不住虎背猿腰。,天下长宁,第一章山里有座泥菩萨
刚才被吓坏了的小孩儿看到他俩出现立刻就笑起来，挥着手喊：“二傻哥，大傻哥。”,天下长宁,第一章山里有座泥菩萨
年轻女子心里微微一动。,天下长宁,第一章山里有座泥菩萨
先喊的是二傻哥。,天下长宁,第一章山里有座泥菩萨
少年走到近前，从补丁套补丁的衣服里口袋里摸出来一块干硬肉块递给那孩子，贴着孩子耳边说：“阿爷老糊涂了，你没记错是阿爷记错了，但咱不和他争，就让他糊涂着。”,天下长宁,第一章山里有座泥菩萨
小孩子立刻开心起来，比拿了肉干还要开心。,天下长宁,第一章山里有座泥菩萨
大傻哥就站在那，像是个木头人不苟言笑。,天下长宁,第一章山里有座泥菩萨
这是两个太不像傻子的人，大傻看起来雄健异常，面容冷峻棱角分明。,天下长宁,第一章山里有座泥菩萨
二傻，不管是脸型还是眉目和大傻都不一样，相比来说五官柔和许多，人秀气一些。,天下长宁,第一章山里有座泥菩萨
老猎户看到他们表情明显异常起来，眼神里有埋怨也有气愤。,天下长宁,第一章山里有座泥菩萨
二傻朝着老猎户嬉皮笑脸，老猎户瞪着他：“你敢去，打折你腿。”,天下长宁,第一章山里有座泥菩萨
二傻道：“回来再打。”,天下长宁,第一章山里有座泥菩萨
他看向年轻女子说道：“五百两说好的价钱不能变。”,天下长宁,第一章山里有座泥菩萨
年轻女子点头：“好。”,天下长宁,第一章山里有座泥菩萨
二傻又说：“只进山不出山，不管往哪边儿都不出。”,天下长宁,第一章山里有座泥菩萨
陆吾等人表情有细微变化，但年轻女子神色不动的再次点头：“好。”,天下长宁,第一章山里有座泥菩萨
听到二傻这句话，老猎户似乎态度也稍显缓和。,天下长宁,第一章山里有座泥菩萨
二傻回头看向面无表情的大傻：“老大你去收拾东西，明早出发。”,天下长宁,第一章山里有座泥菩萨
陆吾此时插嘴道：“明早不行，今天就得出发。”,天下长宁,第一章山里有座泥菩萨
见二傻略显犹豫，陆吾道：“可以加钱。”,天下长宁,第一章山里有座泥菩萨
二傻摇头：“谈好的价哪有随便改的。”,天下长宁,第一章山里有座泥菩萨
陆吾想着这大概就是为什么村民叫他二傻。,天下长宁,第一章山里有座泥菩萨
但很快他就觉得二傻不傻了，因为二傻忽然问了一句：“我可以问两个问题再提个条件吗？”,天下长宁,第一章山里有座泥菩萨
陆吾刚要问什么是什么，年轻女子回答道：“可以。”,天下长宁,第一章山里有座泥菩萨
二傻笑起来，牙齿真的很漂亮。,天下长宁,第一章山里有座泥菩萨
他问：“你们是从长安来？”,天下长宁,第一章山里有座泥菩萨
年轻女子回答：“是从长安来。”,天下长宁,第一章山里有座泥菩萨
二傻再问：“那你们还回长安去吗？”,天下长宁,第一章山里有座泥菩萨
年轻女子回答：“回长安去。”,天下长宁,第一章山里有座泥菩萨
二傻又笑了，笑的更灿烂，有点莫名其妙，看得出来他是真开心，有点像是含辛茹苦的老父亲总算盼到了傻儿子娶媳妇的那天。,天下长宁,第一章山里有座泥菩萨
陆吾提着防备之心的问：“什么条件？”,天下长宁,第一章山里有座泥菩萨
二傻指向那个已经走远的木头人：“记住他的名字，他叫叶扶摇。”,天下长宁,第一章山里有座泥菩萨
原本以为这二傻不傻的陆吾此时忍不住在心里稍显自嘲的笑了笑......他暂时理解不了为什么二傻提出的条件是记住大傻的名字。,天下长宁,第一章山里有座泥菩萨
以至于暂时忽略了，为什么这般地方的人名字不是铁蛋不是土生而是扶摇？,天下长宁,第一章山里有座泥菩萨
年轻女子却郑重起来，像是答应了什么天大的事一样回答道：“记住了。”,天下长宁,第一章山里有座泥菩萨
二傻学着年轻女子的样子抱拳，一样很郑重的说：“谢谢。”,天下长宁,第一章山里有座泥菩萨
年轻女子问：“你叫什么名字？”,天下长宁,第一章山里有座泥菩萨
二傻的回答和他这个人一样莫名其妙：“一个就够了，贪心遭报应。”,天下长宁,第一章山里有座泥菩萨
年轻女子不知道为什么又看向那座泥塑，此时阳光照在泥塑上，隐隐约约好像能看出一片一片的鳞，又或是一片一片甲。,天下长宁,第一章山里有座泥菩萨
二傻说：“丑是丑了点。”,天下长宁,第一章山里有座泥菩萨
陆吾略显讥讽的笑道：“菩萨不在乎美丑。”,天下长宁,第一章山里有座泥菩萨
二傻撇嘴：“菩萨这也不在乎那也不在乎，能成菩萨？”,天下长宁,第一章山里有座泥菩萨
他也看那泥菩萨：“只是手里没钱的百姓觉得菩萨就该这样，什么都不在乎还能普度众生，有钱人大概都希望菩萨应该在乎点什么，最起码得在乎钱，不然何必争头香？心诚不就够了？”,天下长宁,第一章山里有座泥菩萨
老猎户瞪了他一眼。,天下长宁,第一章山里有座泥菩萨
年轻女子觉得二傻有些矫情，大概底层人都会有的那种矫情，可是，这样偏僻落后的村子里本该连这矫情都没有才对。,天下长宁,第一章山里有座泥菩萨
因为那些村民们看他们乘车骑马只有好奇和惊讶，连嫉妒都没有。,天下长宁,第一章山里有座泥菩萨
她又问出了那个问题：“你读过书？”,天下长宁,第一章山里有座泥菩萨
二傻点头：“读过些。”,天下长宁,第一章山里有座泥菩萨
她有些不像她似的追问：“谁教的？”,天下长宁,第一章山里有座泥菩萨
二傻回答：“我娘。”,天下长宁,第一章山里有座泥菩萨
她更不像她似的再次追问：“你娘呢？”,天下长宁,第一章山里有座泥菩萨
二傻看着那泥菩萨笑：“丑是丑了点......我娘塑的，塑完就走了，病殃殃十几年，最后剩下的那点力气九成都在这了，还有一成力气，喊了喊我哥，喊了喊我......”,天下长宁,第一章山里有座泥菩萨
隐隐约约的，那有气无力又震耳欲聋的声音好像回来了，或者，一直在他脑子里就没消失过。,天下长宁,第一章山里有座泥菩萨
“蒜头啊，你得护着姜头。”,天下长宁,第一章山里有座泥菩萨
“蒜头啊，你得护着姜头。”,天下长宁,第二章一山不容二虎
泥菩萨也就是在这个苦寒的地方才能命长些，换做温热多雨的南方早就一层一层被剥开，从身到心。,天下长宁,第二章一山不容二虎
小名叫半夏的少女在听到老猎户朝着那少年叫了一声姜头的时候，莫名其妙多了几分懊恼。,天下长宁,第二章一山不容二虎
她不喜欢懊恼，更不喜矫情，在她察觉到自己竟是因为个巧合而矫情的时候，她把视线从那个姜头身上挪开转移到了蒜头身上。,天下长宁,第二章一山不容二虎
那是个沉默寡言的男人，有着东北极寒环境下的棱角分明和让人不愿靠近的淡淡危险气息。,天下长宁,第二章一山不容二虎
蒜头和姜头似乎才更符合这个地方的人取名的习惯，而不是扶摇这样的字眼。,天下长宁,第二章一山不容二虎
因为知道了大哥叫叶扶摇所以少女对叶姜头的名字更为好奇，但她从来都是一个忍得住好奇的人，从她才刚刚懂得好奇这两个字是什么意思开始，她就学会如何藏起好奇。,天下长宁,第二章一山不容二虎
藏起好奇很难，必须有极强的自制和敏锐的察觉以及不断的反思，然后付诸于行动......闭嘴。,天下长宁,第二章一山不容二虎
因为刚才想到生姜与半夏所以瞬息而生的懊恼，少女忽然间又敏锐的抓住了蒜头和姜头这两样东西在这苦寒之地的重要。,天下长宁,第二章一山不容二虎
这样冷的地方对人格外不友好，蒜可以让血液流动的更顺畅些，医书上是这么写的，而生姜除了可以中和半夏的毒之外还能驱寒。,天下长宁,第二章一山不容二虎
于是，少女的好奇心逐渐转移到了那位母亲身上，那该是一个有学识又朴素的女人，敬畏严寒，所以只是用蒜头和姜头这样的名字来帮孩子自保而非对抗。,天下长宁,第二章一山不容二虎
那她对命运的态度也是这样敬畏吗？若是，那为何在这穷乡僻壤却给长子取名扶摇？若这是对长子的期盼，那她对次子又期盼什么？,天下长宁,第二章一山不容二虎
就在这时候陆吾走过来压低声音说道：“咱们的东西足够，可要是带上更多的绳索之类就只能放弃一部分兵器装备。”,天下长宁,第二章一山不容二虎
少女看着那个越看越像是一位将军的泥塑像是走了神，片刻后回答道：“先应付山。”,天下长宁,第二章一山不容二虎
陆吾嗯了一声，回身吩咐道：“尽量多的带上绳子！”,天下长宁,第二章一山不容二虎
“后边追来的人大概也快到了，前边的路不知道能不能过去......”,天下长宁,第二章一山不容二虎
看起来冷静且有些傲气的陆吾在自言自语这些的时候，明显有些退意。,天下长宁,第二章一山不容二虎
少女像是在听他的话，可视线却飘忽在不远处的那一老一少身上。,天下长宁,第二章一山不容二虎
老猎户坐在那看着收拾东西，脸色绷着。,天下长宁,第二章一山不容二虎
“我怎么会有你这样一个贪财的孙子。”,天下长宁,第二章一山不容二虎
叶姜头一边认真的绑腿一边回应：“没钱将来怎么给你风光大葬，前年你带我去镇上的时候我见过富户出殡，有纸马纸楼，还有几个看着就水灵的纸人，那时候我就给你相中了。”,天下长宁,第二章一山不容二虎
老猎户愣了一下，然后骂：“小王八蛋。”,天下长宁,第二章一山不容二虎
叶姜头绑好绑腿然后瞄了一眼大哥那边，然后从地上捡了两颗石子走过去。,天下长宁,第二章一山不容二虎
老猎户看着他喊：“相中几个啊？细说，细说哪儿好。”,天下长宁,第二章一山不容二虎
少女听到这话噗嗤一声笑了，然后才意识到自己走神。,天下长宁,第二章一山不容二虎
而此时陆吾还在喋喋不休般说着：“自从咱大宁立国之后黑武就一直压着周边各国不许与大宁建立邦交，原本东韩和渤海都想给黑武当走狗，只不过渤海紧挨着咱们所以摇摆不定，现在黑武指使东韩要把渤海灭了，渤海真若灭国大宁就被东韩钳制住整个东北......”,天下长宁,第二章一山不容二虎
少女看到叶姜头走到叶扶摇身边伸出手：“猜错的背。”,天下长宁,第二章一山不容二虎
叶扶摇回答：“单。”,天下长宁,第二章一山不容二虎
他收拾出来两个行囊，一个大一个小，相对来说，大的那个人若背着该像是背起个小山包一样。,天下长宁,第二章一山不容二虎
叶姜头则得意的笑起来：“每次你都错。”,天下长宁,第二章一山不容二虎
叶扶摇没回应，看起来他对自己这个弟弟的态度和对外人的态度并无多大区别。,天下长宁,第二章一山不容二虎
少女看着这一幕总觉得哪里不对劲，也知道这不对劲和自己无关可就是想看。,天下长宁,第二章一山不容二虎
她根本就没有在听陆吾说什么，又或许那些话她比陆吾还要清楚的多。,天下长宁,第二章一山不容二虎
陆吾则还一脸深沉的说着：“渤海国君本来也想给黑武当狗，可黑武嫌弃不要他，渤海丞相韩元载劝他向大宁亲善他又觉得大宁不如黑武，韩元载说，世人皆知太阳光盛而月光弱，我们这些晒不到太阳的人又有什么资格挑剔月光够不够亮？”,天下长宁,第二章一山不容二虎
他像是在炫耀自己的见识般说着：“韩元载是个聪明有见识的，一路艰难险阻到了大宁却只剩他一个了，他才到咱这家却快没了，病重临死还向陛下哀求救救渤海......”,天下长宁,第二章一山不容二虎
这一刻陆吾看向少女眼神里都是钦佩：“鸿胪寺那边一直想通过谈判施压，兵部已经在调集人马，可都来不及，兵马到了渤海都灭国了，咱们出兵又名不正言不顺，咱们若真能把渤海国君或是太子救出来，那就师出有名了......”,天下长宁,第二章一山不容二虎
说到这他才发现，少女的眼神一直都在那对傻兄弟身上。,天下长宁,第二章一山不容二虎
于是他看那两兄弟更不顺眼起来，尤其是那个明明土里土气可还总表现的很冷傲的大哥。,天下长宁,第二章一山不容二虎
少女此时却看到大傻把明显更重的那个行囊挂在叶姜头身上，而他自己却背起来一个小的。,天下长宁,第二章一山不容二虎
猎户家里只有一柄猎叉也被叶扶摇拎在手里，叶姜头就像个背起一座山的可怜虫。,天下长宁,第二章一山不容二虎
叶姜头说：“我赢了。”,天下长宁,第二章一山不容二虎
叶扶摇看了看他，没说话。,天下长宁,第二章一山不容二虎
而那个看起来像是更疼叶姜头一些的老猎户对此却毫无反应，只是喊了一声：“蒜头，照顾好姜头。”,天下长宁,第二章一山不容二虎
叶扶摇依然没回应，微皱的双眉之间似乎还有些淡淡的厌烦。,天下长宁,第二章一山不容二虎
他步伐从容的往前走，甚至没有和雇主说过一句话。,天下长宁,第二章一山不容二虎
而背着大行囊的叶姜头还在傻笑，吃的喝的御寒的都在他身上压的他弯了腰他却依然没心没肺。,天下长宁,第二章一山不容二虎
“蒜头......呵呵。”,天下长宁,第二章一山不容二虎
陆吾忍不住冷笑起来，本以为会激怒叶扶摇，可叶扶摇却连点反应都没有，率先朝着山里走去。,天下长宁,第二章一山不容二虎
叶姜头走过的时候陆吾忍不住问：“你哥是个哑巴？”,天下长宁,第二章一山不容二虎
叶姜头居然笑呵呵的回应说：“小时候听到他哭过，应该不是哑巴。”,天下长宁,第二章一山不容二虎
陆吾愣住。,天下长宁,第二章一山不容二虎
叶姜头说：“走吧，走到山顶最少也得两天，再耽误会错过宿头。”,天下长宁,第二章一山不容二虎
陆吾嗯了一声招呼他手下那些精锐骑士跟上，战马和马车不得不暂时留在无事村。,天下长宁,第二章一山不容二虎
少女像是漫不经心的走在叶姜头身边问：“我们没有说过要去山顶。”,天下长宁,第二章一山不容二虎
叶姜头笑：“那更好。”,天下长宁,第二章一山不容二虎
明明从小就知道应该收起好奇心的少女，在认识这兄弟二人后却好像逐渐控制不住了她自己给自己定下的森严戒律。,天下长宁,第二章一山不容二虎
在她成长起来的那个环境之中，好奇真的会害死人，也许是自己，也许是在乎的人。,天下长宁,第二章一山不容二虎
她看起来像是淡然从容可她终究也只是个才十六岁的少女，她从不愿意强行去认识什么人更不愿意被什么人认识。,天下长宁,第二章一山不容二虎
也许是到了这样一个和她成长环境截然不同的地方，她很想认识一下这个叫姜头的家伙。,天下长宁,第二章一山不容二虎
“你为什么想把你哥送走？”,天下长宁,第二章一山不容二虎
叶姜头以斜上角度看着天空说：“因为一山不容二虎，他走了，家业都是我的！”,天下长宁,第二章一山不容二虎
在他俩身后的陆吾忍不住就笑了，心说自己在某个时间段里竟然还怀疑过这小子的傻都是装出来的。,天下长宁,第二章一山不容二虎
走在最前边开路的叶扶摇应该是也听到这句话了，但依然毫无反应。,天下长宁,第二章一山不容二虎
叶姜头背着个重重的行囊走的却并不吃力，相对来说那些看起来精悍强壮的骑兵下了马开始登山之后还远不如他。,天下长宁,第二章一山不容二虎
不是冬天但这里依然冷的让人怀疑自己能不能熬过黑夜，为了印证这一点黑夜很快就来了。,天下长宁,第二章一山不容二虎
大慈悲山对于想要征服她的人来说一点都不慈悲，她的挣扎抵抗足以让任何想爬上她的人万劫不复。,天下长宁,第二章一山不容二虎
黑暗降临后十二个锐士很快就搭建起来一个简单的防御圈，少女和那个沉默寡言的车夫在最里边。,天下长宁,第二章一山不容二虎
哪怕他们以为自己准备的足够充分，大慈悲山的夜还是让他们明白了什么叫自不量力。,天下长宁,第二章一山不容二虎
夜风袭来，那些穿着皮甲的锐士一个个冻得牙齿都在打颤。,天下长宁,第二章一山不容二虎
陆吾使劲儿往火堆里又扔了几根干柴之后，终究还是忍不住骂了一声：“老子宁愿和那个什么狗扯的沙里干子干一架，最起码不至于冻死在这。”,天下长宁,第二章一山不容二虎
说到这他看向那车夫问道：“器叔，你觉得我打得过人熊吗？”,天下长宁,第二章一山不容二虎
器叔看了看脸色明显发白的少女，把自己身上的皮氅脱下来披在她身上。,天下长宁,第二章一山不容二虎
但，似乎无济于事。,天下长宁,第二章一山不容二虎
她从小体寒，知道的人不多，冬天大部分时候她都守着个火炉窝在廷尉府的案牍库里看那些卷宗，或是在某个地方一次一次重复着同样的动作直到练出汗水来。,天下长宁,第二章一山不容二虎
“若真是能活到千斤重的熊王，皮毛上都是蹭的树脂和沾上的砂砾比你们的皮甲还要坚韧，说刀枪不入也许过了些，但寻常的羽箭根本打不穿。”,天下长宁,第二章一山不容二虎
或许是想分散一下少女艰难御寒时候的注意力，不怎么爱说话的器叔明显话多了起些。,天下长宁,第二章一山不容二虎
“莫说你自己，你带个五人队联手作战的话，工具齐全，再配合默契，兴许能赢。”,天下长宁,第二章一山不容二虎
陆吾不服气的哼了一声：“凭我们手里的黑线刀和连弩，还需五人队联手？”,天下长宁,第二章一山不容二虎
器叔说：“还要折损一半，因为这是山里。”,天下长宁,第二章一山不容二虎
陆吾更不服气了。,天下长宁,第二章一山不容二虎
他侧头看向那防御圈之外的两兄弟，心说那样两个傻货都能抬着个受伤的老家伙在熊王掌下脱身难道自己还不如他们？,天下长宁,第二章一山不容二虎
他朝着叶姜头喊：“人熊真的很厉害？”,天下长宁,第二章一山不容二虎
叶姜头回头看他，一边打开那巨大的行囊一边笑着回应：“厉害的很，有一个半你那么高，皮子扒下来能做两件大皮袄，风都打不透。”,天下长宁,第二章一山不容二虎
陆吾冷哼着道：“那你们是怎么逃的？”,天下长宁,第二章一山不容二虎
叶姜头掏出来一件很大的皮袄扔给大傻，叶扶摇伸手接住后迅速穿好，手里拿着猎叉，注视着黑暗的山林。,天下长宁,第二章一山不容二虎
叶姜头又掏出来一件大皮袄自己披上，然后才回答：“没跑。”,天下长宁,第二章一山不容二虎
陆吾笑道：“又吹牛逼，不过也对，一山不容二虎，你俩都虎，俩虎打熊瞎子应该能行。”,天下长宁,第二章一山不容二虎
他手下的锐士全都笑了起来，笑的前仰后合，似乎在这一瞬间，山里刺骨的风都没那么可怕了。,天下长宁,第二章一山不容二虎
叶姜头只是笑，笑的时候好像看了看那个蜷缩在火堆旁的少女。,天下长宁,第二章一山不容二虎
器叔的眼睛里，有光闪烁。,天下长宁,第二章一山不容二虎
陆吾也在笑，笑着笑着就发现叶姜头把那件大皮袄脱下来，走进火堆旁边后把皮袄放在少女身边：“穿上吧，风打不透。”,天下长宁,第二章一山不容二虎
少女拒绝：“你呢？”,天下长宁,第二章一山不容二虎
叶姜头笑起来的时候，火光照亮了他洁白的牙齿和纯澈的眼神。,天下长宁,第二章一山不容二虎
他说：“我没事，你可别冻死了，你死了谁给我钱？我阿爷那纸人还指望着你们呢。”,天下长宁,第二章一山不容二虎
他一边往防御圈外边走一边说道：“你们可别骗我，我们没见过银子，其实也不知道，五百两有多少。”,天下长宁,第二章一山不容二虎
他说到这回头看向少女：“皮袄有帽子，可以戴上。”,天下长宁,第二章一山不容二虎
少女莫名其妙的听话，穿上皮袄的时候往后翻了翻，果然翻出来个连在皮袄上的帽子，在戴好的那一刻，所有人都倒吸了一口冷气。,天下长宁,第二章一山不容二虎
那帽子，是一个巨大的熊头。,天下长宁,第二章一山不容二虎
叶姜头出了防御圈之后在行囊里翻出来个满是补丁的破棉衣裹在身上，而叶扶摇在这一刻回头看了他一眼，丝毫也不掩饰那看一个白痴一样的眼神。,天下长宁,第二章一山不容二虎
嫌弃的很。,天下长宁,第二章一山不容二虎
嫌弃的很。,天下长宁,第三章最是年少不矫情
或许是因为陆吾觉得叶姜头不可能有威胁，所以他对笑起来人畜无害的少年没什么戒备心。,天下长宁,第三章最是年少不矫情
见叶姜头从包裹里摸索出来一块干硬的饼子配着冷水吃，陆吾起身离开火堆。,天下长宁,第三章最是年少不矫情
他把热水递给叶姜头后又把自己带的肉干递过去些，叶姜头接过热水后满眼都是欢喜，却把肉干塞进衣服口袋里，显然没打算吃。,天下长宁,第三章最是年少不矫情
陆吾问：“你为什么叫姜头？”,天下长宁,第三章最是年少不矫情
叶姜头笑着回答：“因为我娘让我叫姜头。”,天下长宁,第三章最是年少不矫情
