参数1_文本,书名,章节名称
李七玄其实也搞不懂，为何六姐这小胳膊小腿的，会异化成一个怪力女。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
难道是用智商换来的力气？,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姐弟搭配，干活不累。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
一个大坑很快就挖好。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李七玄仔细地将每一个村民的残破尸骸收敛，放进坑中，填土，最后堆起一个大坟包。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
他低头默哀。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
各位弟弟妹妹叔叔阿姨爷爷奶奶……,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
各位乡亲，我今天为你们收尸下葬。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
如果你们在天有灵，就请保佑我的六姐求医顺利吧。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
饭终于熟了。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
肉粥散发出诱人的香味。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李七玄先给自己盛了一大碗。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
然后把整口锅都端给李六月。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李六月满脸亢奋，雪白小手扒着锅沿，脑袋伸进锅里，呼噜呼噜像是小野猪一样狼吞虎咽。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
突然——,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
村外传来一阵雷鸣般的马蹄声。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姐弟俩齐齐抬头看去。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
却见六人六骑在雪地里风驰电掣而来，马蹄在地面上踏起积雪，如六道白色龙卷，快速而至。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
希律律。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
六人提缰勒马。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“咦？青山村居然还有活人。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
为首是个二十多岁的年轻人。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
一袭黑衣劲装，背着一把鎏金鬼头刀，看到正在吃饭的两姐弟，脸上露出了惊讶之色。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
其他五名骑士，也是统一制式的黑色劲装，身型高大魁梧，背后清一色的背着精钢鬼头刀，煞气凛然。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
六人翻身下马。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“小兄弟，你们是青山村人？”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
为首年轻人面目清秀，微笑着问道。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李七玄放下碗，不动声色地将李六月挡在身后，道：“不是，我们只是路过此地，休息片刻后就会离开。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“不用怕。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
年轻人看出了李七玄的警惕，笑着解释道：“在下姬无叶，乃是听雪城神刀门的弟子，这几位都是我的师弟，我们受照夜司委派，前来调查青山村鬼灾事件。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
照夜司？,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
大元神朝专门对付妖鬼的强力机构。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
大名鼎鼎。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
雪州境内妇孺皆知。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
至于神刀门？,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李七玄却是没有听过。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
想来是听雪城中的门派。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
大元神朝境内，武道宗门、帮派数量众多，大部分都选择入世收徒，传授武道，弘扬自身传承。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“廖师弟，你们几个到村里搜查一下，看看还有没有幸存者。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姬无叶道。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
其他五名神刀门弟子立刻分头行动。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“小兄弟，事关青山村一百四十六条人命，我需要按例对你进行问询，请将你们进入青山村后看到的一切，仔细说一遍。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姬无叶和善地微笑着道。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李七玄于是详述进村后的见闻。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姬无叶听完，微微点头：“这么说来，你们进村之前，青山村的人就已经全部被妖鬼屠杀？是你把他们安葬了？”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李七玄道：“的确是如此。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姬无叶又问了几个问题。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
比如姐弟二人来自哪里，要去何处等等。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李七玄一一作答。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
片刻后。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
其他几名神刀门的弟子返回。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
他们并没有其它发现。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“不好意思，小兄弟。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姬无叶看向李七玄，颇为抱歉地道：“我们需要更多的证据和线索，以便追查妖鬼下落，为村民们报仇，所以只能重新掘开这座坟。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李七玄叹了口气，微微点头。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姬无叶一挥手。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
廖师弟五人挥动鬼头刀，将刚埋好的大坟包挖开，把刚刚下葬的村民尸骸全部都掘了出来。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
廖师弟走过来，拱手道：“师兄，从尸骸痕迹来看，所有村民都死于一阶游魂级妖鬼【尸狼】，其数量不低于三十，不排除有二阶罗刹级【尸狼王】存在，接下来我们怎么办？”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“烧了吧。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姬无叶淡淡地道。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
很快，熊熊烈焰冲天而起。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
原本被安葬的村民尸骸，被烈火吞没。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
刺鼻的焦臭迅速弥漫。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姬无叶又想起什么。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
他一转身，点燃十几根柴火，竟是直接扔到了周围的屋舍上。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
青山村陷入一片火海。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姬无叶复又看向李七玄。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“小兄弟，我有个疑问，既然你只是路过，那为什么要费这么大力气，替一群素不相识的村民收尸下葬？”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
说到这里，姬无叶脸上的笑容一点点敛去，顿字如刀：“不是你杀的人，你为何那么好心？”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李七玄目光平静，并未辩解。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
姬无叶哈哈大笑。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
他拍了拍手上的尘土，云淡风轻地道：“经查，青山村并未发生鬼灾，村民乃是被邪修李七玄下毒所害，罪魁李七玄焚烧尸骸毁灭证据时被我等发现，拒捕，就地格杀。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
五名神刀门弟子也都见怪不怪地大声笑了起来。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
按照‘照夜司’的规矩，查明真相只计三分之一功劳，须得完成最后的缉凶，才能拿到全额悬赏。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
但他们六人的实力，去猎杀‘尸狼’群那就是送菜。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
不如杀了眼前这对姐弟去领功劳。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
多省事！,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
反正这种事情，他们也不是第一次干。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
手熟得很。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“男的宰了，女的留下。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
撕下伪装的姬无叶面目狰狞，阴狠的好似换了一个人，再无半分之前的温和。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
他目光贪婪又卑劣，死死地盯着李六月，忍不住惊叹道：“真他妈的难以置信，如此穷乡僻壤竟然会有这样惊艳绝色的小妞儿，虽然瘦了点，但却又美又白……哈哈，抓起来好好弄几天，回城之前杀掉即可。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
刀光森寒。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
尸臭熏天。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
火焰中的青山村宛如地狱。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
一直沉默的李七玄，突然忍不住大笑了起来。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“嘿，这他妈狗日的世道啊。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
他笑的眼泪都快出来了。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“妖杀人，鬼杀人。”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“人也要杀人……”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
李七玄舔了舔嘴唇，提着锈迹斑斑的柴刀，不退反进，主动朝着神刀门弟子迎上去。,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“既然人鬼不分，那就把你们全都杀了吧！”,大雪满龙刀,0002、人鬼不分，那就杀穿这世道
“既然人鬼不分，那就把你们全都杀了吧！”,大雪满龙刀,0003、追风七刀
对面。,大雪满龙刀,0003、追风七刀
“哈，这小子吓疯了。”,大雪满龙刀,0003、追风七刀
“一把柴刀也想杀人？”,大雪满龙刀,0003、追风七刀
“对神刀门弟子出刀，班门弄斧！”,大雪满龙刀,0003、追风七刀
神刀门弟子先是惊愕，旋即忍不住大笑起来。,大雪满龙刀,0003、追风七刀
李七玄一刀斩向廖师弟。,大雪满龙刀,0003、追风七刀
“小子，你选错了对手。”,大雪满龙刀,0003、追风七刀
廖师弟一边轻笑，一边自信拔刀。,大雪满龙刀,0003、追风七刀
他拜入神刀门六年。,大雪满龙刀,0003、追风七刀
个人练刀的时间长达两年半。,大雪满龙刀,0003、追风七刀
鬼头刀重三十六斤。,大雪满龙刀,0003、追风七刀
双臂亦有三百斤雄力。,大雪满龙刀,0003、追风七刀
岂会挡不住区区乡村少年的一把柴刀？,大雪满龙刀,0003、追风七刀
锵！,大雪满龙刀,0003、追风七刀
金属爆鸣。,大雪满龙刀,0003、追风七刀
廖师弟恍惚间只觉沛然莫御的巨力袭来，手中鬼头刀再也握不住，脱手飞出。,大雪满龙刀,0003、追风七刀
柴刀余势不衰，斩在他的前胸。,大雪满龙刀,0003、追风七刀
换力境中阶的廖师弟瞬间就变成了两片。,大雪满龙刀,0003、追风七刀
周围的讥笑声戛然而止。,大雪满龙刀,0003、追风七刀
神刀门弟子僵在原地，脸上的笑容无法遏制地一点一点凝固。,大雪满龙刀,0003、追风七刀
李七玄自己也有一丝意外。,大雪满龙刀,0003、追风七刀
武者，这么弱吗？,大雪满龙刀,0003、追风七刀
他又是一刀，斩向第二名神刀门弟子。,大雪满龙刀,0003、追风七刀
这名神刀门弟子惊慌失措地拔刀。,大雪满龙刀,0003、追风七刀
但刀还未来得及出鞘，就被连人带刀劈飞出去，半空中狂喷鲜血。,大雪满龙刀,0003、追风七刀
这个更弱！,大雪满龙刀,0003、追风七刀
李七玄劈出第三刀。,大雪满龙刀,0003、追风七刀
刀闪。,大雪满龙刀,0003、追风七刀
人亡。,大雪满龙刀,0003、追风七刀
李七玄再出第四刀。,大雪满龙刀,0003、追风七刀
又一名神刀门弟子惨叫声中被一刀两断。,大雪满龙刀,0003、追风七刀
电光石火间。,大雪满龙刀,0003、追风七刀
六名神刀门弟子就死了四个。,大雪满龙刀,0003、追风七刀
只剩下姬无叶和最后一位萧姓弟子。,大雪满龙刀,0003、追风七刀
萧姓弟子面色苍白，瑟瑟发抖。,大雪满龙刀,0003、追风七刀
姬无叶却淡定如初，脸上甚至还带着一丝微笑。,大雪满龙刀,0003、追风七刀
他推了一把萧姓弟子，道：“萧师弟，你上，杀了他。”,大雪满龙刀,0003、追风七刀
萧师弟用手指了指自己。,大雪满龙刀,0003、追风七刀
“啊？我？”,大雪满龙刀,0003、追风七刀
他沉默数息，突然转身就逃。,大雪满龙刀,0003、追风七刀
姬无叶手掌按在鎏金鬼头刀上，闪电拔刀。,大雪满龙刀,0003、追风七刀
刀光一闪。,大雪满龙刀,0003、追风七刀
萧师弟人头冲天飞起。,大雪满龙刀,0003、追风七刀
“丢人现眼的废物。”,大雪满龙刀,0003、追风七刀
姬无叶拿出白色手绢，轻柔地擦拭刀身鲜血：“临阵脱逃，死有余辜。”,大雪满龙刀,0003、追风七刀
萧师弟的无头尸体向前奔出六七米，喷血倒地。,大雪满龙刀,0003、追风七刀
姬无叶擦干净了手中刀，抬头看着李七玄，笑吟吟地道：“小兄弟，你帮我解决了四个抢功劳的废物，我该怎么感谢你呢？”,大雪满龙刀,0003、追风七刀
李七玄眼神冰冷。,大雪满龙刀,0003、追风七刀
他缓缓地扬起手中柴刀。,大雪满龙刀,0003、追风七刀
刀身斑驳的锈迹已被鲜血浸染。,大雪满龙刀,0003、追风七刀
这把柴刀布满铁锈，但在刚才的战斗中连续劈斩碰撞，竟是没有丝毫断裂豁口。,大雪满龙刀,0003、追风七刀
“哦？要反抗？呵呵，看来赢了几个换力境的废物，让你收获了不该有的自信。”,大雪满龙刀,0003、追风七刀
姬无叶笑容中充满了居高临下的怜悯。,大雪满龙刀,0003、追风七刀
“也罢，那就让你知道，什么才是真正的力量吧。”,大雪满龙刀,0003、追风七刀
他催动体内雄浑如潮的气血。,大雪满龙刀,0003、追风七刀
上衣‘刺啦’一声爆裂震飞。,大雪满龙刀,0003、追风七刀
两条如黑铁锻造的青黑色大筋浮现于臂肌之间！,大雪满龙刀,0003、追风七刀
炼筋境！,大雪满龙刀,0003、追风七刀
铁筋内蕴雄力，牵动手臂全部的肌肉群，如拉满的弓弦，使得姬无叶双臂可以在瞬间爆发出数倍于常态的力量。,大雪满龙刀,0003、追风七刀
“接招！”,大雪满龙刀,0003、追风七刀
姬无叶双手紧刀，一刀斩出。,大雪满龙刀,0003、追风七刀
正是神刀门秘传刀法【追风七刀】中的第四刀——,大雪满龙刀,0003、追风七刀
‘逆风破浪’。,大雪满龙刀,0003、追风七刀
破空气流，宛如惊涛骇浪。,大雪满龙刀,0003、追风七刀
李七玄毫无惧色。,大雪满龙刀,0003、追风七刀
他同样双手握住柴刀，爆发出所有的力量，不留余地，劈斩而出。,大雪满龙刀,0003、追风七刀
双刀撞击。,大雪满龙刀,0003、追风七刀
鎏金鬼头刀飞上了半天空。,大雪满龙刀,0003、追风七刀
柴刀锈迹崩飞，但却深深砍入姬无叶的肩部。,大雪满龙刀,0003、追风七刀
入骨三寸，伤及内脏。,大雪满龙刀,0003、追风七刀
“为……为什么会这样？”,大雪满龙刀,0003、追风七刀
姬无叶脸上的狂态和笑意，化作震惊和恐惧。,大雪满龙刀,0003、追风七刀
他瞪大了眼睛，无法理解自己已经施展秘术，辅以秘传刀法。,大雪满龙刀,0003、追风七刀
那一刀催发出他目前最强修为，再加上两条铁筋加持的臂力，至少有七八百斤的力量。,大雪满龙刀,0003、追风七刀
但在这少年面前竟然如此不堪一击？,大雪满龙刀,0003、追风七刀
“告诉你个秘密。”,大雪满龙刀,0003、追风七刀
李七玄一点一点拔出柴刀：“你，比尸鬼还好杀。”,大雪满龙刀,0003、追风七刀
鲜血犹如喷泉。,大雪满龙刀,0003、追风七刀
从姬无叶伤口中涌出。,大雪满龙刀,0003、追风七刀
“别，别杀我……我是神刀门太上长老嫡孙，你杀了我，神……神刀门不会放过你们姐弟……”,大雪满龙刀,0003、追风七刀
姬无叶忍着剧痛，涕泪齐流地哀求。,大雪满龙刀,0003、追风七刀
他的骄傲，已被彻底击碎，变得卑怯如狗。,大雪满龙刀,0003、追风七刀
“我还是更喜欢你刚才桀骜不驯的样子。”,大雪满龙刀,0003、追风七刀
李七玄淡淡地道。,大雪满龙刀,0003、追风七刀
扬起柴刀。,大雪满龙刀,0003、追风七刀
劈下。,大雪满龙刀,0003、追风七刀
咻。,大雪满龙刀,0003、追风七刀
刀光掠过。,大雪满龙刀,0003、追风七刀
姬无叶人头冲天而起。,大雪满龙刀,0003、追风七刀
李七玄收刀。,大雪满龙刀,0003、追风七刀
他头也不回地喊了一句：“六姐。”,大雪满龙刀,0003、追风七刀
“知道啦。”,大雪满龙刀,0003、追风七刀
李六月乖巧地捡起地上一柄鬼头刀，走到几名神刀门弟子尸体前挨个补刀。,大雪满龙刀,0003、追风七刀
一刀头。,大雪满龙刀,0003、追风七刀
一刀心脏。,大雪满龙刀,0003、追风七刀
一刀脚底板。,大雪满龙刀,0003、追风七刀
确保尸体死的不能再死。,大雪满龙刀,0003、追风七刀
然后就开始在尸体上摸索起来。,大雪满龙刀,0003、追风七刀
补刀和舔包！,大雪满龙刀,0003、追风七刀
这是李七玄在猎杀妖鬼时，一直以来不厌其烦地对她强调的优良传统，时时刻刻不能忘。,大雪满龙刀,0003、追风七刀
只不过以前只针对妖鬼。,大雪满龙刀,0003、追风七刀
现在针对人。,大雪满龙刀,0003、追风七刀
但流程都一样。,大雪满龙刀,0003、追风七刀
李七玄缓缓地呼出一口浊气。,大雪满龙刀,0003、追风七刀
就在这时，意外变化出现——,大雪满龙刀,0003、追风七刀
星星点点的浅白色光斑，从姬无叶的尸体上漂浮而出，正快速朝着自己的胸口涌来。,大雪满龙刀,0003、追风七刀
这一幕很熟悉。,大雪满龙刀,0003、追风七刀
斩杀尸鬼后，神龙刺青吸收邪能时就是如此。,大雪满龙刀,0003、追风七刀
“难道杀人也能吸收能量？”,大雪满龙刀,0003、追风七刀
李七玄惊讶不已。,大雪满龙刀,0003、追风七刀
今天是他穿越后第一次杀人。,大雪满龙刀,0003、追风七刀
‘神龙刺青’的强化妙用，居然不只是针对鬼物。,大雪满龙刀,0003、追风七刀
伴随着乳白色能量涌入胸口，熟悉的温热暖流从神龙刺青中流淌而出，旋即散入四肢百骸。,大雪满龙刀,0003、追风七刀
李七玄清晰地感觉到，自己的体力在快速恢复。,大雪满龙刀,0003、追风七刀
肉身力量再度得到了显著增强。,大雪满龙刀,0003、追风七刀
惊讶之余，李七玄又来到其他几名神刀门弟子尸体前尝试。,大雪满龙刀,0003、追风七刀
被他所杀的四具尸体，也可以吸收到些许能量。,大雪满龙刀,0003、追风七刀
而萧师弟的尸体，则是毫无能量。,大雪满龙刀,0003、追风七刀
“看来只有自己击杀的武者，才能提供能量。”,大雪满龙刀,0003、追风七刀
“武者境界越高，提供的能量就越多。”,大雪满龙刀,0003、追风七刀
李七玄若有所思。,大雪满龙刀,0003、追风七刀
在吸收了姬无叶等人的能量后，神龙刺青龙颈处的第一枚鳞片，终于彻底具现了出来。,大雪满龙刀,0003、追风七刀
鳞片呈淡青色，栩栩如生。,大雪满龙刀,0003、追风七刀
仿佛在皮肉上长出来一枚真的龙鳞。,大雪满龙刀,0003、追风七刀
“原本以为需得再斩杀鬼物，才能将龙鳞具现，没想到……姬无叶可真是个好人啊。”,大雪满龙刀,0003、追风七刀
李七玄忍不住笑了起来。,大雪满龙刀,0003、追风七刀
“小七，快看。”,大雪满龙刀,0003、追风七刀
六姐一脸欢喜蹦蹦跳跳地过来，道：“我搜到了这个。”,大雪满龙刀,0003、追风七刀
白玉素手递过来一本黑色簿册。,大雪满龙刀,0003、追风七刀
【追风七刀】。,大雪满龙刀,0003、追风七刀
一本秘籍。,大雪满龙刀,0003、追风七刀
从廖师弟身上搜来的。,大雪满龙刀,0003、追风七刀
李七玄眼睛一亮。,大雪满龙刀,0003、追风七刀
这是他自从穿越以来，见到的第一本武道秘籍。,大雪满龙刀,0003、追风七刀
他迫不及待地翻开书看了起来。,大雪满龙刀,0003、追风七刀
秘籍的第一页，便是二十四个醒目大字。,大雪满龙刀,0003、追风七刀
“风中追风，七刀断魂。”,大雪满龙刀,0003、追风七刀
“一招七式，换力巅峰。”,大雪满龙刀,0003、追风七刀
“辅以秘药，炼筋可成。”,大雪满龙刀,0003、追风七刀
换力境。,大雪满龙刀,0003、追风七刀
炼筋境。,大雪满龙刀,0003、追风七刀
应该是这个世界的武道境界等级。,大雪满龙刀,0003、追风七刀
可惜这本秘籍里并没有详细解释。,大雪满龙刀,0003、追风七刀
从秘籍的第二页开始，便都是刀法招式的图画和修炼注释。,大雪满龙刀,0003、追风七刀
刀法一共七招。,大雪满龙刀,0003、追风七刀
每一招七式变化。,大雪满龙刀,0003、追风七刀
总共有七七四十九种变化。,大雪满龙刀,0003、追风七刀
其精髓在于一个字——,大雪满龙刀,0003、追风七刀
快！,大雪满龙刀,0003、追风七刀
李七玄看完第一遍，忍不住想要比画两招试试。,大雪满龙刀,0003、追风七刀
突然，异变出现。,大雪满龙刀,0003、追风七刀
一团青光自胸口那枚具现的龙鳞上射出。,大雪满龙刀,0003、追风七刀
落在【追风七刀】秘籍之上。,大雪满龙刀,0003、追风七刀
似在扫描。,大雪满龙刀,0003、追风七刀
下一瞬间，李七玄只觉得脑海中混沌翻滚衍化，无数有关【追风七刀】的修炼画面如潮水般涌来。,大雪满龙刀,0003、追风七刀
数息之后。,大雪满龙刀,0003、追风七刀
李七玄一脸震惊。,大雪满龙刀,0003、追风七刀
